,callDateTime,priority,district,description,callNumber,incidentLocation,location
1047251,11/11/2015 11:53,High,NW,AUTO ACC/INJURY,P153151101,5400 PARK HEIGHTS AV,"(39.3501260,-76.6808740)"
1047252,11/11/2015 11:50,Low,CD,LARCENCY,P153151102,W FAYETTE ST/N PACA ST,"(39.290346,-76.622344)"
1047253,11/11/2015 11:51,Medium,CD,NARCOTICSOutside,P153151104,300 W LEXINGTON ST,"(39.2919659,-76.6203816)"
1047254,11/11/2015 11:52,Medium,NE,COMMON ASSAULT,P153151105,HARFORD RD/E NORTHERN PY,"(39.363309,-76.551959)"
1047255,11/11/2015 11:54,Low,SE,WANTED ON WARR,P153151107,3700 FLEET ST,"(39.2859320,-76.5658620)"
1047256,11/11/2015 11:54,High,WD,Traffic Stop,P153151109,2700 BLK EDMONDSON AV,"(39.2947879,-76.6615440)"
1047257,11/11/2015 11:54,Low,NW,AUTO ACCIDENT,P153151110,5500 PARK HEIGHTS AV,"(39.3516460,-76.6838520)"
1047258,11/11/2015 11:54,Medium,ND,911/NO  VOICE,P153151111,6300 YORK RD,"(39.3477099,-76.6074868)"
1047259,11/11/2015 11:54,Low,WD,LARCENCY,P153151112,3200 TIOGA PY,"(39.2903848,-76.6121893)"
1047260,11/11/2015 11:56,High,SW,Traffic Stop,P153151113,LILAC LN/ELMHURST RD,"(39.352487,-76.635993)"
1047261,11/11/2015 11:56,Low,WD,Transport,P153151114,WESTERN DISTRICT,"(39.300318,-76.644534)"
1047262,11/11/2015 11:54,Low,SD,FALSE PRETENSE,P153151115,1000 E PATAPSCO AV,"(39.2346310,-76.5956750)"
1047263,11/11/2015 11:55,Medium,CD,DISORDERLY,P153151116,100 MARKET PL,"(39.2878661,-76.6068831)"
1047264,11/11/2015 11:55,High,SE,AUTO ACC/INJURY,P153151117,2900 BOSTON ST,"(39.2782807,-76.5752745)"
1047265,11/11/2015 11:57,Non-Emergency,ED,INV STOP,P153151118,1800 N GAY ST,"(39.3112986,-76.5857112)"
1047266,11/11/2015 11:56,Non-Emergency,SW,Private Tow,P153151119,1900 N FOREST PARK AV,"(39.3074370,-76.7095480)"
1047267,11/11/2015 11:57,Medium,NE,NARCOTICSOutside,P153151120,3300 BLK CHESLEY AV,"(,)"
1047268,11/11/2015 11:55,Medium,SW,DISORDERLY,P153151121,700 DRYDEN DR,"(39.2956969,-76.6989030)"
1047269,11/11/2015 11:56,Medium,NW,COMMON ASSAULT,P153151122,4600 PARK HEIGHTS AV,"(39.3421800,-76.6691940)"
1047270,11/11/2015 11:59,Non-Emergency,SE,SEARCH&SEIZURE,P153151123,3500 E BALTIMORE ST,"(39.2927310,-76.5683460)"
1047271,11/11/2015 11:58,Medium,ND,NARCOTICSOutside,P153151124,2400 LOYOLA NORTHWAY,"(39.3387855,-76.6582939)"
1047272,11/11/2015 11:59,Medium,WD,NARCOTICSOutside,P153151125,1600 MORELAND AV,"(39.3064220,-76.6560660)"
1047273,11/11/2015 12:00,Low,SE,AUTO ACCIDENT,P153151126,BOSTON ST/S LINWOOD AV,"(39.278159,-76.575318)"
1047274,11/11/2015 12:01,Medium,SE,DISORDERLY,P153151127,300 S DALLAS CT,"(39.2947606,-76.5963227)"
1047275,11/11/2015 12:00,Medium,CD,UNFOUNDED,P153151128,2500 CALLOW AV,"(39.3166661,-76.6314768)"
1047276,11/11/2015 11:59,High,CD,GAMBLING,P153151129,300 BLK MARION ST,"(39.2910282,-76.6195148)"
1047277,11/11/2015 12:02,Non-Emergency,SE,Repairs/Service,P153151130,100,"(39.3810499,-76.6572571)"
1047278,11/11/2015 12:01,Medium,ND,911/NO  VOICE,P153151131,200 CROSS KEYS RD,"(39.3595335,-76.6481133)"
1047279,11/11/2015 12:01,Medium,ED,COMMON ASSAULT,P153151132,E NORTH AV/N PATTERSON PARK AV,"(39.312534,-76.585982)"
1047280,11/11/2015 12:01,Medium,SE,911/NO  VOICE,P153151134,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
1047281,11/11/2015 12:02,Medium,SD,911/NO  VOICE,P153151135,600 CHERRY HILL RD,"(39.2504270,-76.6222864)"
1047282,11/11/2015 12:03,Medium,WD,NARCOTICSOutside,P153151136,1400 N FREMONT AV,"(39.3051340,-76.6377879)"
1047283,11/11/2015 12:04,Medium,WD,NARCOTICS INSIDE,P153151137,1500 N CAREY ST,"(39.3068274,-76.6403348)"
1047284,11/11/2015 12:05,High,ED,Traffic Stop,P153151138,1000 N CAROLINE ST,"(39.3017929,-76.5978307)"
1047285,11/11/2015 12:06,High,SW,Traffic Stop,P153151139,1000 N FRANKLINTOWN RD,"(39.2988090,-76.6681630)"
1047286,11/11/2015 12:04,Medium,SW,DISORDERLY,P153151140,600 POPLAR GROVE ST,"(39.2939656,-76.6649032)"
1047287,11/11/2015 12:07,Medium,CD,INJURED PERSON,P153151141,E SARATOGA ST/GUILFORD AV,"(39.292442,-76.611172)"
1047288,11/11/2015 12:05,Non-Emergency,ND,SANITATION CMPT,P153151142,300 WYMAN PARK DR,"(39.3239338,-76.6260144)"
1047289,11/11/2015 12:05,Medium,NE,AUTO THEFT,P153151143,2900 HARFORD RD,"(39.3234936,-76.5876229)"
1047290,11/11/2015 12:08,Low,NW,DEPT ACCIDENT,P153151144,GRANTLEY RD/LIBERTY HEIGHTS AV,"(39.325562,-76.676545)"
1047291,11/11/2015 12:07,Non-Emergency,CD,Private Tow,P153151145,1100 BOLTON ST,"(39.3035674,-76.6236311)"
1047292,11/11/2015 12:08,Low,NW,INTOXICATED PERS,P153151146,3900 GARRISON BL,"(39.3334560,-76.6835040)"
1047293,11/11/2015 12:07,Non-Emergency,WD,TOWED VEHICLE,P153151147,N WARWICK AV/W NORTH AV,"(39.309484,-76.657189)"
1047294,11/11/2015 12:00,Low,SE,DESTRUCT PROPTY,P153151148,200 N CURLEY ST,"(39.2954655,-76.5758641)"
1047295,11/11/2015 12:10,High,CW,DEPTACCIDENT/INJ,P153151149,3600 BLK LIBERTY HEIGHTS AV,"(39.3260020,-76.6765620)"
1047296,11/11/2015 12:08,Medium,ND,NARCOTICS INSIDE,P153151150,800 EVESHAM AV,"(39.3639660,-76.6047350)"
1047297,11/11/2015 12:12,Low,CW,RECOVERED VEH,P153151152,4000 8TH ST,"(39.2316519,-76.6017040)"
1047298,11/11/2015 12:10,Medium,NW,DISORDERLY,P153151153,3800 DOLFIELD AV,"(39.3388599,-76.6788849)"
1047299,11/11/2015 12:08,Medium,ND,FAMILY DISTURB,P153151154,2200 N CHARLES ST,"(39.3143398,-76.6171401)"
1047300,11/11/2015 12:13,Medium,NW,NARCOTICS INSIDE,P153151155,3500 PARK HEIGHTS AV,"(39.3281950,-76.6584980)"
1047301,11/11/2015 12:11,Medium,CD,DISORDERLY,P153151156,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
1047302,11/11/2015 12:12,Medium,NE,911/NO  VOICE,P153151158,6100 OLD HARFORD RD,"(39.3591070,-76.5585679)"
1047303,11/11/2015 12:14,Medium,WD,NARCOTICS INSIDE,P153151159,600 CUMBERLAND ST,"(39.3093283,-76.6416623)"
1047304,11/11/2015 12:13,Low,NE,INVESTIGATE,P153151160,6100 OLD HARFORD RD,"(39.3591070,-76.5585679)"
1047305,11/11/2015 12:11,Low,NW,DISABLED,P153151164,REISTERSTOWN RD/CLARKS LN,"(39.358195,-76.705161)"
1047306,11/11/2015 12:04,Low,SE,WANTED ON WARR,P153151165,3900 E LOMBARD ST,"(39.2915287,-76.5645813)"
1047307,11/11/2015 12:14,Medium,TRU,911/NO  VOICE,P153151166,4000 CLIFTON AV,"(39.3121234,-76.6840226)"
1047308,11/11/2015 12:14,Low,SW,AUTO ACCIDENT,P153151167,DENISON ST/WINDSOR AV,"(39.312045,-76.674303)"
1047309,11/11/2015 12:10,Low,SE,DESTRUCT PROPTY,P153151168,N CURLEY ST/E FAYETTE ST,"(39.294669,-76.575652)"
1047310,11/11/2015 12:13,Medium,ED,DISORDERLY,P153151169,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858967)"
1047311,11/11/2015 12:09,Non-Emergency,SS,SUPV COMPLAINT,P153151170,5800 REISTERSTOWN RD,"(39.3501950,-76.6945820)"
1047312,11/11/2015 12:16,Low,SE,AUTO ACCIDENT,P153151171,2900 BOSTON ST,"(39.2782810,-76.5752744)"
1047313,11/11/2015 12:16,Medium,NE,911/NO  VOICE,P153151172,6100 OLD HARFORD RD,"(39.3591070,-76.5585679)"
1047314,11/11/2015 12:15,Medium,WD,HIT AND RUN,P153151173,2800 BLK LAURETTA AV,"(39.2937104,-76.6627770)"
1047315,11/11/2015 12:16,Medium,CD,MENTAL CASE,P153151174,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
1047316,11/11/2015 12:15,Low,SW,AUTO ACCIDENT,P153151175,WINDSOR AV/DENISON ST,"(39.312045,-76.674303)"
1047317,11/11/2015 12:17,Non-Emergency,SE,PRKG COMPLAINT,P153151177,3500 MT PLEASANT AV,"(39.2909923,-76.5680383)"
1047318,11/11/2015 12:19,High,SE,RA POLICE,P153151178,BOSTON ST/S LINWOOD AV,"(39.278159,-76.575318)"
1047319,11/11/2015 12:19,Non-Emergency,SW,Foot  Patrol,P153151179,1900 HARMAN AV,"(39.2669243,-76.6521880)"
1047320,11/11/2015 12:18,High,CD,GAMBLING,P153151180,300 PARK AV,"(39.2929935,-76.6181637)"
1047321,11/11/2015 12:19,Medium,ND,911/NO  VOICE,P153151181,100 HAMLET HILL RD,"(39.3568864,-76.6475478)"
1047322,11/11/2015 12:20,High,NE,Traffic Stop,P153151182,2900 HILLEN RD,"(39.3246245,-76.5888008)"
1047323,11/11/2015 16:48,Low,WD,INVESTGATE,P153152124,2500 CALVERTON HEIGHTS AV,"(39.2978590,-76.6566370)"
1047324,11/11/2015 16:49,Medium,SE,FAMILY DISTURB,P153152125,6800 GOUGH ST,"(39.2907260,-76.5314520)"
1047325,11/11/2015 16:48,High,NE,AGGRAV ASSAULT,P153152126,3900 ERDMAN AV,"(39.3149796,-76.5681529)"
1047326,11/11/2015 16:50,Medium,SW,NARCOTICSOutside,P153152127,GELSTON DR/N WOODINGTON RD,"(39.295497,-76.686033)"
1047327,11/11/2015 16:50,Medium,SE,COMMON ASSAULT,P153152128,400 S PATTERSON PARK AV,"(39.2867970,-76.5846509)"
1047328,11/11/2015 16:51,Low,NE,INVESTIGATE,P153152130,2700 KENNEDY AV,"(39.3230533,-76.5945786)"
1047329,11/11/2015 16:50,Medium,WD,911/NO  VOICE,P153152132,2000 WINCHESTER ST,"(39.3018367,-76.6515506)"
1047330,11/11/2015 16:50,Medium,CD,COMMON ASSAULT,P153152133,300 N CHARLES ST,"(39.2926636,-76.6156038)"
1047331,11/11/2015 16:52,Medium,CD,STREET OBSTRUCT,P153152135,2500 MADISON AV,"(39.3133989,-76.6390240)"
1047332,11/11/2015 16:54,High,NW,Traffic Stop,P153152136,5400 REISTERSTOWN RD,"(39.3460230,-76.6883340)"
1047333,11/11/2015 16:53,Medium,NW,911/NO  VOICE,P153152137,6600 PARK HEIGHTS AV,"(39.3612495,-76.6984639)"
1047334,11/11/2015 16:54,High,SE,Field Interview,P153152138,1800 GOUGH ST,"(39.2878990,-76.5913923)"
1047335,11/11/2015 16:53,Low,CD,OTHER,P153152139,600 E FAYETTE ST,"(39.2906673,-76.6071593)"
1047336,11/11/2015 16:54,Low,SE,INVEST TROUBLE,P153152140,6800 GOUGH ST,"(39.2907260,-76.5314520)"
1047337,11/11/2015 16:49,Medium,CD,DISORDERLY,P153152141,N CHARLES ST/W SARATOGA ST,"(39.292304,-76.615335)"
1047338,11/11/2015 16:52,Low,ND,LARCENCY,P153152142,4000 DERBY MANOR DR,"(39.3359931,-76.6584877)"
1047339,11/11/2015 16:52,Medium,NW,DISORDERLY,P153152143,5800 HIGHGATE DR,"(39.3563320,-76.6822169)"
1047340,11/11/2015 16:52,Low,NE,AUTO ACCIDENT,P153152144,E 0TH ST/SHERWOOD AV,"(39.316902,-76.596472)"
1047341,11/11/2015 16:55,Non-Emergency,ND,Foot  Patrol,P153152145,5400 YORK RD,"(39.3477099,-76.6074868)"
1047342,11/11/2015 16:54,Medium,SD,DISORDERLY,P153152146,400 BLK S GILMOR ST,"(39.2829260,-76.6423329)"
1047343,11/11/2015 16:55,Medium,NE,BURGLARY,P153152147,3600 ELMLEY AV,"(39.3174520,-76.5691530)"
1047344,11/11/2015 16:56,Medium,CD,NARCOTICS ONVIEW,P153152148,200 N EUTAW ST,"(39.2920360,-76.6218070)"
1047345,11/11/2015 16:53,Medium,ED,911/NO  VOICE,P153152149,3900 E MONUMENT ST,"(39.3003510,-76.5655960)"
1047346,11/11/2015 16:53,Low,WD,WANTED ON WARR,P153152150,700 N FREMONT AV,"(39.2969082,-76.6332982)"
1047347,11/11/2015 12:37,Medium,TRU,911/NO  VOICE,P153151235,200 N PACA ST,"(39.2918833,-76.6226802)"
1047348,11/11/2015 12:37,Low,SE,LARCENY F/AUTO,P153151236,1400 ANGLESEA ST,"(39.2770920,-76.5459250)"
1047349,11/11/2015 12:38,Low,SE,Transport,P153151237,CENTRAL BOOKING,"(39.298946,-76.610470)"
1047350,11/11/2015 12:39,Non-Emergency,SS,SUPV COMPLAINT,P153151238,W FAYETTE ST/N EUTAW ST,"(39.290396,-76.620986)"
1047351,11/11/2015 12:38,Medium,WD,911/NO  VOICE,P153151239,2000 WINCHESTER ST,"(39.3018365,-76.6515506)"
1047352,11/11/2015 12:39,Low,CW,OTHER,P153151240,HQD,"(39.290571,-76.607676)"
1047353,11/11/2015 12:38,High,WD,HOLDUP ALARM,P153151241,2400 LIBERTY HEIGHTS AV,"(39.3189508,-76.6537455)"
1047354,11/11/2015 12:37,Medium,CD,SICK CASE,P153151242,1500 DIVISION ST,"(39.3029245,-76.6320074)"
1047355,11/11/2015 12:38,Low,TRU,OTHER,P153151243,300 LIGHT ST,"(39.2851556,-76.6140638)"
1047356,11/11/2015 12:39,Medium,SW,NARCOTICSOutside,P153151244,WINCHESTER ST/POPLAR GROVE ST,"(39.301346,-76.665317)"
1047357,11/11/2015 12:40,Medium,NE,911/NO  VOICE,P153151245,3300 BELAIR RD,"(39.3221060,-76.5738460)"
1047358,11/11/2015 12:41,Medium,WD,NARCOTICSOutside,P153151246,1600 BLK MORELAND AV,"(39.3064220,-76.6560660)"
1047359,11/11/2015 12:40,Medium,WD,BURGLARY,P153151247,2000 WHITTIER AV,"(39.3147860,-76.6511010)"
1047360,11/11/2015 12:42,Non-Emergency,SD,Repairs/Service,P153151248,100,"(39.3810499,-76.6572571)"
1047361,11/11/2015 12:42,High,CD,Field Interview,P153151249,1800 PENNSYLVANIA AV,"(39.3042820,-76.6358700)"
1047362,11/11/2015 12:40,Medium,WD,911/NO  VOICE,P153151250,2000 WINCHESTER ST,"(39.3018367,-76.6515506)"
1047363,11/11/2015 12:38,Low,SW,AUTO ACCIDENT,P153151251,2200 WASHINGTON BL,"(39.2706970,-76.6479382)"
1047364,11/11/2015 12:41,Low,CD,LARCENCY,P153151252,300 W LEXINGTON ST,"(39.2919659,-76.6203816)"
1047365,11/11/2015 12:42,Low,NW,INVESTIGAT,P153151253,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
1047366,11/11/2015 12:43,Medium,SE,INJURED PERSON,P153151255,S CONKLING ST/EASTERN AV,"(39.286616,-76.567146)"
1047367,11/11/2015 12:45,Low,ED,OTHER,P153151256,NORTHEAST DISTRICT,"(39.340482,-76.582041)"
1047368,11/11/2015 12:45,Low,NE,Transport,P153151257,4700 FENWICK AV,"(,)"
1047369,11/11/2015 12:44,Medium,NE,911/NO  VOICE,P153151259,5300 BELAIR RD,"(39.3388227,-76.5525450)"
1047370,11/11/2015 12:43,Non-Emergency,NE,Repo,P153151260,2000 E 31ST ST,"(39.3266220,-76.5874989)"
1047371,11/11/2015 12:43,Low,NW,DESTRUCT PROPTY,P153151261,3300 YOSEMITE AV,"(39.3297525,-76.6686628)"
1047372,11/11/2015 12:44,Medium,ED,COMMON ASSAULT,P153151262,EXECUTIVE INN,"(39.296365,-76.567719)"
1047373,11/11/2015 12:45,Medium,SW,911/NO  VOICE,P153151264,2500 W LEXINGTON ST,"(39.2884284,-76.6736577)"
1047374,11/11/2015 12:46,Low,SD,OTHER,P153151265,100 E WEST ST,"(39.2760218,-76.6121647)"
1047375,11/11/2015 12:42,Medium,SE,COMMON ASSAULT,P153151266,S CONKLING ST/EASTERN AV,"(39.286616,-76.567146)"
1047376,11/11/2015 12:42,Medium,SD,DISORDERLY,P153151267,4200 THAYER CT,"(39.2277097,-76.5996018)"
1047377,11/11/2015 12:44,High,NE,SILENT ALARM,P153151268,3700 MONTEREY RD,"(39.3331570,-76.5976980)"
1047378,11/11/2015 12:45,Medium,SW,911/NO  VOICE,P153151269,2500 W LEXINGTON ST,"(39.2902867,-76.6559288)"
1047379,11/11/2015 12:44,Non-Emergency,NE,7C,P153151270,3700 BLK LYNDALE AV,"(39.3169790,-76.5669549)"
1047380,11/11/2015 12:46,Medium,SW,BURGLARY,P153151271,1500 N ELLAMONT ST,"(39.3044415,-76.6706726)"
1047381,11/11/2015 12:46,Low,SD,AUTO ACCIDENT,P153151272,KEY HY/MCHENRY RO,"(39.270246,-76.600180)"
1047382,11/11/2015 12:44,Medium,NE,INVESTIGATE,P153151273,5200 HAMILTON AV,"(39.3351940,-76.5285640)"
1047383,11/11/2015 12:47,Low,ED,INVESTIGATE,P153151274,3900 PULASKI HY,"(39.3254152,-76.4964012)"
1047384,11/11/2015 12:44,Medium,WD,BURGLARY,P153151275,2000 WHITTIER AV,"(39.3147860,-76.6511010)"
1047385,11/11/2015 12:48,Medium,NE,911/NO  VOICE,P153151276,3200 THE ALAMEDA,"(39.3266059,-76.5943830)"
1047386,11/11/2015 12:50,Non-Emergency,SD,Repairs/Service,P153151277,100,"(39.3810499,-76.6572571)"
1047387,11/11/2015 12:47,Low,SE,OTHER,P153151278,1900 E BALTIMORE ST,"(39.2916792,-76.5904110)"
1047388,11/11/2015 12:51,High,NE,Traffic Stop,P153151279,3900 ERDMAN AV,"(39.3149796,-76.5681529)"
1047389,11/11/2015 12:49,Low,WD,RECOVERED VEH,P153151280,2100 EDMONDSON AV,"(39.2754105,-76.7661494)"
1047390,11/11/2015 12:50,Medium,ED,911/NO  VOICE,P153151282,3900 PULASKI HY,"(39.3254152,-76.4964012)"
1047391,11/11/2015 12:49,Low,SD,AUTO ACCIDENT,P153151283,KEY HY/E MCCOMAS ST,"(39.266293,-76.600676)"
1047392,11/11/2015 12:48,Low,SW,INVEST. PROBLEM,P153151284,4300 ADELLE TE,"(39.2825247,-76.6875648)"
1047393,11/11/2015 12:52,High,CD,Field Interview,P153151285,300 W LEXINGTON ST,"(39.2919659,-76.6203816)"
1047394,11/11/2015 12:57,Medium,ND,911/NO  VOICE,P153151302,5200 YORK RD,"(39.3477099,-76.6074868)"
1047395,11/11/2015 12:58,Medium,ND,AUTO THEFT,P153151303,500 E BELVEDERE AV,"(39.3641592,-76.6098615)"
1047396,11/11/2015 12:58,Medium,ND,SUSPICIOUS PERS,P153151305,300 RADNOR RD,"(39.3479398,-76.6095431)"
1047397,11/11/2015 13:00,Low,CW,RECOVERED VEH,P153151306,1000 N GILMOR ST,"(39.3003162,-76.6434429)"
1047398,11/11/2015 12:59,Medium,NE,911/NO  VOICE,P153151307,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
1047399,11/11/2015 13:01,High,CD,RA POLICE,P153151308,0 W FRANKLIN ST,"(39.2951222,-76.6155362)"
1047400,11/11/2015 13:00,Low,SE,LARCENY F/AUTO,P153151309,200 N LAKEWOOD AV,"(39.2953734,-76.5796513)"
1047401,11/11/2015 13:00,Low,SW,HIT AND RUN,P153151311,2700 ST BENEDICT ST,"(39.2786293,-76.6589751)"
1047402,11/11/2015 12:59,Low,NE,OTHER,P153151312,2700 CHRISTOPHER AV,"(39.3599840,-76.5625139)"
1047403,11/11/2015 12:58,Medium,NW,MISSING PERSON,P153151313,5400 NELSON AV,"(39.3482790,-76.6859190)"
1047404,11/11/2015 13:02,Medium,WD,NARCOTICSOutside,P153151314,1200 W NORTH AV,"(39.3104844,-76.6373145)"
1047405,11/11/2015 13:02,Low,TRU,LARCENY F/AUTO,P153151315,1200 WILCOX ST,"(39.3039330,-76.6042898)"
1047406,11/11/2015 13:03,Low,CW,RECOVERED VEH,P153151316,3700 8TH ST,"(39.2346531,-76.5996657)"
1047407,11/11/2015 13:02,Medium,CD,UNFOUNDED,P153151317,300 PARK AV,"(39.2929935,-76.6181637)"
1047408,11/11/2015 13:02,Medium,NW,COMMON ASSAULT,P153151318,3800 DOLFIELD AV,"(39.3388599,-76.6788849)"
1047409,11/11/2015 13:05,High,ED,Traffic Stop,P153151319,800 N BELNORD AV,"(39.3003434,-76.5790379)"
1047410,11/11/2015 13:06,High,NW,Traffic Stop,P153151320,3900 FERNHILL AV,"(39.3380400,-76.6816380)"
1047411,11/11/2015 13:04,Medium,CD,COMMON ASSAULT,P153151321,PENNSYLVANIA AV/N MARTIN LUTHER KING JR BL,"(39.296771,-76.626295)"
1047412,11/11/2015 13:04,Medium,SD,911/NO  VOICE,P153151322,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
1047413,11/11/2015 13:02,Low,NE,INVEST,P153151323,4500 MAINFIELD AV,"(39.3447249,-76.5767490)"
1047414,11/11/2015 13:03,Medium,NE,DISORDERLY,P153151326,700 E 25TH ST,"(39.3186928,-76.6058070)"
1047415,11/11/2015 13:05,Medium,ND,911/NO  VOICE,P153151327,3900 KESWICK RD,"(39.3353056,-76.6283118)"
1047416,11/11/2015 13:06,Medium,TRU,911/NO  VOICE,P153151328,1400 DIVISION ST,"(39.3019897,-76.6306221)"
1047417,11/11/2015 13:04,Medium,WD,COMMON ASSAULT,P153151329,W LAFAYETTE AV/N MONROE ST,"(39.298735,-76.647516)"
1047418,11/11/2015 13:06,Medium,ND,911/NO  VOICE,P153151330,400 W 26TH ST,"(39.3187920,-76.6212484)"
1047419,11/11/2015 13:08,Medium,CW,Lab Request,P153151332,2000 WHITTIER AV,"(39.3147860,-76.6511010)"
1047420,11/11/2015 13:05,High,SW,AGGRAV ASSAULT,P153151333,2900 EDMONDSON AV,"(39.2946750,-76.6651060)"
1047421,11/11/2015 13:07,Medium,CD,911/NO  VOICE,P153151334,1400 DIVISION ST,"(39.3019897,-76.6306221)"
1047422,3/13/2015 17:58,Medium,NW,911/NO  VOICE,P150722391,2700 BOARMAN AV,"(39.3387644,-76.6658154)"
1047423,11/11/2015 13:10,Medium,CW,Lab Request,P153151335,FREDERICK DOUGLASS HIGH,"(39.315335,-76.653890)"
1047424,11/11/2015 13:11,Low,WD,RECOVERED VEH,P153151336,1300 EDMONDSON AV,"(39.2954586,-76.6385718)"
1047425,11/11/2015 13:08,Medium,CD,AUTO THEFT,P153151337,0 N CHARLES ST,"(39.2895335,-76.6151628)"
1047426,11/11/2015 13:12,Medium,NE,NARCOTICS INSIDE,P153151338,1700 HOMESTEAD ST,"(39.3204885,-76.5945596)"
1047427,11/11/2015 13:10,Non-Emergency,CD,PRKG COMPLAINT,P153151339,600 W LEXINGTON ST,"(39.2917980,-76.6239489)"
1047428,11/11/2015 13:10,Medium,WD,COMMON ASSAULT,P153151340,2100 WESTWOOD AV,"(39.3088600,-76.6517120)"
1047429,11/11/2015 13:12,Medium,TRU,911/NO  VOICE,P153151341,3800 HOOPER AV,"(39.3338043,-76.6474606)"
1047430,11/11/2015 13:11,Low,ND,LARCENCY,P153151342,6300 YORK RD,"(39.3477099,-76.6074868)"
1047431,11/11/2015 13:12,Medium,NW,DISORDERLY,P153151343,3700-1 W BELVEDERE AV,"(39.3464230,-76.6805640)"
1047432,11/11/2015 13:14,High,SW,Traffic Stop,P153151345,2100 N FOREST PARK AV,"(39.3102818,-76.7075639)"
1047433,11/11/2015 13:13,Medium,ED,911/NO  VOICE,P153151346,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
1047434,11/11/2015 13:15,Low,WD,RECOVERED VEH,P153151347,EDMONDSON AV/N PAYSON ST,"(39.295094,-76.649056)"
1047435,11/11/2015 13:14,Medium,ED,911/NO  VOICE,P153151349,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
1047436,11/11/2015 13:15,Low,CD,PROTECT ORDER,P153151350,100 DOLPHIN LN,"(39.3053271,-76.6221469)"
1047437,11/11/2015 13:17,High,ED,Traffic Stop,P153151351,2700 ASHLAND AV,"(39.3012640,-76.5794700)"
1047438,11/11/2015 13:15,Medium,SE,911/NO  VOICE,P153151352,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
1047439,11/11/2015 13:15,Low,SD,AUTO ACCIDENT,P153151354,BAYARD ST/CLEVELAND ST,"(39.278340,-76.635102)"
1047440,11/11/2015 13:17,High,ND,Field Interview,P153151355,500 BLK E 36TH ST,"(39.3328080,-76.6089210)"
1047441,11/11/2015 13:16,Low,CD,HIT AND RUN,P153151356,N HOWARD ST/W PRESTON ST,"(39.304342,-76.620761)"
1047442,11/11/2015 13:17,Medium,SD,DISORDERLY,P153151357,100 E MONTGOMERY ST,"(39.2801116,-76.6123892)"
1047443,11/11/2015 13:16,Low,ND,DESTRUCT PROPTY,P153151358,200 E 25TH ST,"(39.3182940,-76.6140850)"
1047444,11/11/2015 13:17,Medium,TRU,911/NO  VOICE,P153151359,200 CROSS KEYS RD,"(39.3595335,-76.6481133)"
1047445,11/11/2015 13:15,Medium,TRU,911/NO  VOICE,P153151360,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
1047446,11/11/2015 13:18,High,ED,Traffic Stop,P153151361,BONAPARTE AV/AISQUITH ST,"(39.315447,-76.600055)"
1047447,11/11/2015 13:17,Medium,SE,DISORDERLY,P153151362,4000 EASTERN AV,"(39.2867794,-76.5633499)"
1047448,11/11/2015 13:15,Medium,SD,NARCOTICSOutside,P153151363,1100 WASHINGTON BL,"(39.2829410,-76.6327960)"
1047449,11/11/2015 13:12,Low,NE,CHECK WELLBEING,P153151364,6900 STURBRIDGE DR,"(39.3697595,-76.5633625)"
1047450,11/11/2015 13:17,Medium,ND,DISORDERLY,P153151365,1200 BLK W NORTHERN PY,"(39.2903848,-76.6121893)"
1047451,11/11/2015 13:18,Medium,SE,JUV DISTURBANCE,P153151366,6500 EASTERN AV,"(39.2892458,-76.5357485)"
1047452,11/11/2015 13:19,Medium,SW,NARCOTICSOutside,P153151367,BRUNSWICK ST/WILKENS AV,"(39.278089,-76.658711)"
1047453,11/11/2015 13:20,Medium,TRU,911/NO  VOICE,P153151368,5600 LOCH RAVEN BL,"(39.3242589,-76.6009401)"
1047454,11/11/2015 13:18,Non-Emergency,CD,PRKG COMPLAINT,P153151369,600 BLK W LEXINGTON ST,"(39.2913690,-76.6079032)"
1047455,11/11/2015 13:19,Non-Emergency,SW,75,P153151370,4000 FREDERICK AV,"(39.2817804,-76.6821480)"
1047456,11/11/2015 13:18,High,SE,ARMED PERSON,P153151371,S BROADWAY/E LOMBARD ST,"(39.290367,-76.593878)"
1047457,11/11/2015 13:19,Low,CD,LARCENCY,P153151372,1100 PENNSYLVANIA AV,"(39.2987870,-76.6292365)"
1047458,11/11/2015 13:22,Medium,CW,Lab Request,P153151373,5700 PIMLICO RD,"(39.3598750,-76.6719080)"
1047459,11/11/2015 13:21,High,NW,SILENT ALARM,P153151374,3800 RIDGEWOOD AV,"(39.3364690,-76.6791710)"
1047460,11/11/2015 13:22,Medium,ND,DISORDERLY,P153151375,FALLS RD/W NORTHERN PY,"(39.361405,-76.646218)"
1047461,11/11/2015 13:22,High,SW,SILENT ALARM,P153151376,500 N EDGEWOOD ST,"(39.2928250,-76.6757310)"
